date,Appliances,Appliances_lag_10min,Appliances_roll_1h,Appliances_lag_30min,Appliances_lag_1h,Appliances_roll_3h,NSM,RH_1,T4,Press_mm_hg,T8,T6,RH_5,T1_RH1_interaction,T3,RH_out,RH_2,RH_6,Windspeed,Visibility,RH_9,lights,hour,day_of_week,is_weekend
2016-01-11 18:00:00,0.0467289719626168,0.0373831775700934,0.042056074766355096,0.0373831775700934,0.0467289719626168,0.0427236315086782,64800,0.5158242363085968,0.3414414414414415,0.1116279069767465,0.1641745498931923,0.358851210401203,0.378182638331997,0.16885481864378568,0.2151877700232634,0.8947368421052632,0.675883400506139,0.8603640040444894,0.3571428571428571,0.6000000000000001,0.6673565121412788,0.7142857142857143,18,0,0
2016-01-11 18:10:00,0.0467289719626168,0.0467289719626168,0.042056074766355096,0.0467289719626168,0.0467289719626168,0.043224299065420524,65400,0.5101366847078255,0.3414414414414415,0.1131782945736503,0.1641745498931923,0.3567166351331684,0.3771802325581393,0.16519737765969883,0.2102027251578597,0.8925438596491223,0.675883400506139,0.863734411863835,0.3690476190476192,0.6000000000000001,0.6673565121412788,0.7142857142857143,18,0,0
2016-01-11 18:20:00,0.0467289719626168,0.0467289719626168,0.043613707165109004,0.0373831775700934,0.0373831775700934,0.043613707165109004,66000,0.5111687001192553,0.3414414414414415,0.1147286821705364,0.1641745498931923,0.3547761121622276,0.3786838412189252,0.16193306233978508,0.2102027251578597,0.8903508771929828,0.6740088105726859,0.8718570947084601,0.3809523809523806,0.6000000000000001,0.6673565121412788,0.5714285714285714,18,0,0
2016-01-11 18:30:00,0.0560747663551401,0.0467289719626168,0.04672897196261678,0.0467289719626168,0.0373831775700934,0.04485981308411211,66600,0.5247225025227047,0.3414414414414415,0.1162790697674402,0.1641745498931923,0.3567166351331684,0.3786838412189252,0.16992069775462634,0.2151877700232634,0.8881578947368421,0.6730715156059609,0.8759015840916754,0.3928571428571428,0.6000000000000001,0.6673565121412788,0.5714285714285714,18,0,0
2016-01-11 18:40:00,0.205607476635514,0.0560747663551401,0.07320872274143299,0.0467289719626168,0.0467289719626168,0.05947323704333047,67200,0.5184845427025035,0.3414414414414415,0.1178294573643512,0.1641745498931923,0.3567166351331684,0.3786838412189252,0.17173317658678677,0.2151877700232634,0.8859649122807013,0.6730715156059609,0.8783282777216047,0.4047619047619049,0.6000000000000001,0.6673565121412788,1.0,18,0,0
2016-01-11 18:50:00,0.5327102803738318,0.205607476635514,0.1557632398753894,0.0467289719626168,0.0373831775700934,0.09890965732087224,67800,0.5331620952206231,0.3513513513513515,0.1193798449612337,0.1611229783338417,0.3547761121622276,0.3786838412189252,0.18447671228506746,0.2151877700232634,0.8837719298245618,0.6730715156059609,0.8796090326929554,0.4166666666666663,0.6000000000000001,0.6673565121412788,0.8571428571428571,18,0,0
2016-01-11 19:00:00,0.3925233644859813,0.5327102803738318,0.21339563862928349,0.0560747663551401,0.0467289719626168,0.12149532710280371,68400,0.5772864874782133,0.3513513513513515,0.1209302325581411,0.1611229783338417,0.3547761121622276,0.3800370890136326,0.20380793626914528,0.2234961781322699,0.8815789473684209,0.6730715156059609,0.8856420626895855,0.4285714285714285,0.6000000000000001,0.6673565121412788,0.7142857142857143,19,0,0
2016-01-11 19:10:00,0.2242990654205607,0.3925233644859813,0.24299065420560748,0.205607476635514,0.0467289719626168,0.12883845126835777,69000,0.7073662966700314,0.3513513513513515,0.123643410852722,0.1580714067744826,0.3531509241740649,0.3811397353648749,0.2591933526341088,0.2234961781322699,0.8749999999999999,0.6927547099072077,0.8818503538928211,0.4285714285714285,0.6000000000000001,0.6688741721854305,0.5714285714285714,19,0,0
2016-01-11 19:20:00,0.0841121495327102,0.2242990654205607,0.249221183800623,0.5327102803738318,0.0467289719626168,0.1258566978193146,69600,0.7945142647463526,0.3513513513513515,0.1263565891472815,0.1641745498931923,0.3482753602095765,0.3862018845228546,0.30510913862663797,0.2354048964218424,0.8684210526315789,0.713375199175179,0.8812605325244357,0.4285714285714285,0.6000000000000001,0.6696330022075039,0.1428571428571428,19,0,0
2016-01-11 19:30:00,0.0841121495327102,0.0841121495327102,0.25389408099688476,0.3925233644859813,0.0560747663551401,0.12324766355140183,70200,0.7394734428034115,0.3513513513513515,0.1290697674418623,0.1687519072322219,0.3453645757531655,0.394358961507618,0.2949044036241716,0.2409438351611832,0.8618421052631579,0.7393382697534921,0.8833838894506238,0.4285714285714285,0.6000000000000001,0.6688741721854305,0.1428571428571428,19,0,0
