date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 17:00:00,0.04672897196261682,0.42857142857142855,0.32734952481520607,0.5661865883863879,0.2253452871335102,0.6840378667166555,0.2151877700232634,0.7460663654774895,0.35135135135135154,0.7642623417271317,0.1755056537665265,0.38169105854049695,0.3810701984184739,0.841826761038086,0.17059377945334564,0.6534278959810886,0.17332926457125142,0.6614119259766962,0.223031564342695,0.677290286975716,0.37299035369774913,0.09767441860465453,0.8947368421052632,0.5,0.953846153846154,0.5384615384615384,0.2654489060353856,0.2654489060353856
2016-01-11 17:10:00,0.04672897196261682,0.42857142857142855,0.32734952481520607,0.5413264838088241,0.2253452871335102,0.6821398444090351,0.2151877700232634,0.7488705405826459,0.35135135135135154,0.7824370465215535,0.1755056537665265,0.38169105854049695,0.37544268180274576,0.8398719245028644,0.17059377945334564,0.6510638297872342,0.17332926457125142,0.6601553575508323,0.22650017343045747,0.6785320088300206,0.3692390139335476,0.10000000000000142,0.8947368421052632,0.4761904761904764,0.8948717948717952,0.5339366515837104,0.3720828930491276,0.3720828930491276
2016-01-11 17:20:00,0.03738317757009346,0.42857142857142855,0.32734952481520607,0.5305017888267134,0.2253452871335102,0.6794451213796989,0.2151877700232634,0.7555694033338516,0.34474474474474803,0.7780623132735809,0.1755056537665265,0.3800370890136326,0.3674865376218891,0.8307044152342437,0.17059377945334564,0.6465721040189112,0.17332926457125142,0.6555860178204247,0.21956295525494274,0.6760485651214112,0.3654876741693463,0.10232558139535186,0.8947368421052632,0.4523809523809521,0.8358974358974354,0.5294117647058824,0.5728476592384149,0.5728476592384149
2016-01-11 17:30:00,0.03738317757009346,0.5714285714285714,0.32734952481520607,0.5240803596000378,0.2253452871335102,0.6784140969162994,0.2151877700232634,0.7586851534506942,0.3414414414414415,0.7709489258785016,0.1755056537665265,0.3800370890136326,0.3637995439771018,0.8334007414897198,0.16431039899465594,0.6414893617021276,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6719094922737292,0.3617363344051447,0.1046511627906952,0.8947368421052632,0.42857142857142855,0.776923076923077,0.5248868778280543,0.9082610649707061,0.9082610649707061
2016-01-11 17:40:00,0.04672897196261682,0.5714285714285714,0.32734952481520607,0.5314191358590947,0.2253452871335102,0.6767269659761924,0.2151877700232634,0.7586851534506942,0.3414414414414415,0.7626973965002135,0.1786908743430482,0.3800370890136326,0.3618590210061613,0.8482642399730365,0.17059377945334564,0.6393617021276594,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6719094922737292,0.357984994640943,0.10697674418604919,0.8947368421052632,0.40476190476190493,0.7179487179487183,0.5203619909502263,0.20161094866505064,0.20161094866505064
2016-01-11 17:50:00,0.03738317757009346,0.5714285714285714,0.32734952481520607,0.5229795431611792,0.2253452871335102,0.675883400506139,0.2151877700232634,0.7555694033338516,0.3414414414414415,0.7712334613743062,0.17232043318999524,0.379134923817161,0.3599184980352205,0.8570947084597239,0.16431039899465594,0.6404255319148935,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3542336548767418,0.10930232558139608,0.8947368421052632,0.38095238095238065,0.6589743589743584,0.5158371040723981,0.8984412332245253,0.8984412332245253
2016-01-11 18:00:00,0.04672897196261682,0.7142857142857143,0.32734952481520607,0.5158242363085968,0.2253452871335102,0.675883400506139,0.2151877700232634,0.7540115282754329,0.3414414414414415,0.7737942808365343,0.16913521261347375,0.378182638331997,0.35885121040120305,0.8603640040444894,0.16431039899465594,0.6382978723404256,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3504823151125402,0.11162790697674652,0.8947368421052632,0.3571428571428571,0.6000000000000001,0.5113122171945701,0.9447349571500633,0.9447349571500633
2016-01-11 18:10:00,0.04672897196261682,0.7142857142857143,0.323829637451605,0.5101366847078255,0.2253452871335102,0.675883400506139,0.21020272515785976,0.7540115282754329,0.3414414414414415,0.7769241712903667,0.16913521261347375,0.3771802325581393,0.3567166351331684,0.863734411863835,0.16116870876531575,0.6382978723404256,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3510182207931405,0.11317829457365036,0.8925438596491223,0.36904761904761924,0.6000000000000001,0.5105580693815986,0.6608075552404676,0.6608075552404676
2016-01-11 18:20:00,0.04672897196261682,0.5714285714285714,0.3167898627243926,0.5111687001192553,0.2253452871335102,0.6740088105726859,0.21020272515785976,0.7488705405826459,0.3414414414414415,0.7737942808365343,0.1755056537665265,0.37868384121892523,0.35477611216222765,0.8718570947084601,0.16745208922400545,0.6453900709219857,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.3515541264737405,0.11472868217053644,0.8903508771929828,0.38095238095238065,0.6000000000000001,0.5098039215686276,0.6291182344026894,0.6291182344026894
2016-01-11 18:30:00,0.05607476635514019,0.5714285714285714,0.323829637451605,0.5247225025227047,0.2275260479767378,0.6730715156059609,0.2151877700232634,0.752297865711169,0.3414414414414415,0.7868829136434787,0.16913521261347375,0.37868384121892523,0.3567166351331684,0.8759015840916754,0.17059377945334564,0.6489361702127661,0.16417454989319236,0.6507882111034955,0.21956295525494274,0.6673565121412788,0.35209003215434087,0.11627906976744029,0.8881578947368421,0.39285714285714285,0.6000000000000001,0.5090497737556561,0.06169068451751865,0.06169068451751865
